"education","contact","cpi","cci","r3m","previous_bin","jobblue_collar","jobentrepreneur","jobhousemaid","jobmanagement","jobretired","jobself_employed","jobservices","jobstudent","jobtechnician","jobunemployed","jobunknown","maritalmarried","maritalsingle","maritalunknown","defaultunknown","defaultyes","monthaug","monthdec","monthjul","monthjun","monthmar","monthmay","monthnov","monthoct","monthsep","poutcomenonexistent","poutcomesuccess","campaign_bin1","campaign_bin2","age_bin1","age_bin2","age_bin3","age_bin4","duration_bin1","duration_bin2","duration_bin3","duration_bin4","all_previous_bin1","all_previous_bin2","all_previous_bin3","y"
4,0,-1.07244968802524,-1.16919949387026,-0.957786662746806,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"0"
5,1,0.740708008251871,0.873089861116055,0.957958809122086,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"0"
5,0,0.615549075538839,-0.439810438518002,1.01213292559856,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"0"
4,1,1.51636402546034,-0.252253252855993,1.01363003530036,-1,0.818785049325621,0,0,0,0,0,0.181214950674379,0,0,0,0,0.818785049325621,0.181214950674379,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.818785049325621,0,0,0.181214950674379,0,0,0,0,0,1,0,1,0,"1"
1.78302579998722,0.108487100006388,0.546382296934259,0.122861118468022,-1.25149535305551,-0.108487100006388,0,0,0.108487100006388,0,0.891512899993612,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.108487100006388,0.891512899993612,0,0,0,0,0,1,0,0,1,0,0,1,0,"1"
5,0,-1.07244968802524,-1.16919949387026,-0.958619302960048,-1,1,0,0,0,0,0,0,0,0,0,0,0,0.261284992645327,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1"
7,0,-0.165047425855675,0.93560892300339,1.01691299469942,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
7,0,0.615549075538839,-0.439810438518002,1.01691299469942,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,"0"
4,1,0.740708008251871,0.873089861116055,0.9574276903331,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,"0"
6.60456401709218,0,0.795053334298326,0.47713580249626,-1.14420935768054,0,0,0,0,0,0,0,0,0,1,0,0,0.395435982907816,0.604564017092184,0,0,0,1,0,0,0,0,0,0,0,0,0,0.395435982907816,0,0,0,1,0,0,0,0.395435982907816,0.604564017092184,0,0,1,0,"1"
7,1,0.615549075538839,-0.439810438518002,1.0142574007545,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0"
3,1,1.51636402546034,-0.252253252855993,1.01372628196551,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,"0"
7,0,-1.07244968802524,-1.16919949387026,-0.916890515994961,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"0"
7,0,-0.165047425855675,0.93560892300339,1.01478851954348,-1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0"
4,0,-1.07244968802524,-1.16919949387026,-0.907861496582216,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0"
7,1,0.615549075538839,-0.439810438518002,1.01372628196551,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,"1"
7,0,-0.165047425855675,0.93560892300339,1.01438617156979,-1,0,0,0,0,0,0,0,0,0.0808173350081791,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0808173350081791,0.919182664991821,0,1,0,"1"
5,0,-1.07244968802524,-1.16919949387026,-0.924326179040751,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,"0"
7,0,-0.772726980738741,-1.35675667953226,-0.875463250454131,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"0"
7,0,1.07830776096468,0.643853300862489,-1.15483173346024,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.189051303854834,0,0,0,0,0,0,0,0.810948696145166,0.189051303854834,0,0.189051303854834,0.810948696145166,0,"1"
7,0,0.0386058988268286,1.22831483350109,-1.27913774906424,0,0,0,0,0,0,0,0,0,0,0.477200033203142,0,0.522799966796858,0.477200033203142,0,0,0,0,0,0,0,0.477200033203142,0,0,0,0,0,1,0,0,0.522799966796858,0,0,0,0,1,0,0,1,0,0,"1"
6.01847850527697,0,1.07830776096468,0.643853300862489,-1.15119241618811,0,0,0,0,0,0,0,0,0,0.0184785052769652,0,0,0.0184785052769652,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0184785052769652,0,0,0,0,0,0.981521494723035,0,0.0184785052769652,0.981521494723035,0,1,0,0,"1"
2,0,0.615549075538839,-0.439810438518002,1.01372628196551,-1,0,0,0,0,0,0,0,0,0,0.883445169254345,0.116554830745655,1,0,0,0.883445169254345,0,0,0,1,0,0,0,0,0,0,1,0,0,0.883445169254345,0,0,0.116554830745655,0.883445169254345,0,0,0.883445169254345,0.116554830745655,0,0,0.883445169254345,"1"
2,0,-1.0054913590419,-1.21109994196924,-0.926609079358666,-0.223400921436816,0,0,0,0,1,0,0,0,0,0,0,0.223400921436816,0,0,0.776599078563184,0,0,0,0,0,0,0.776599078563184,0,0,0,0.223400921436816,0,0.776599078563184,0,0,0,1,0,0,0,0.776599078563184,0.223400921436816,0,1,0,"1"
6,0,0.615549075538839,-0.439810438518002,1.01372628196551,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"0"
7,0,-0.165047425855675,0.93560892300339,1.01478851954348,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"0"
7,0,-0.772726980738741,-1.35675667953226,-0.8889899159449,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.165133535710111,0.834866464289889,0,0,0,"1"
7,0,1.7403326418942,-1.85690917463095,-1.08971940403426,0,0,0,0,0,0,0,0.62735357729009,0,0.37264642270991,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.62735357729009,0,0,0,0,0,0,0,1,0,0,0.37264642270991,0.62735357729009,0,"1"
7,1,-0.566873472987025,-0.293932627447551,0.543155034924801,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0"
4.3821401590214,1,0.740708008251871,0.873089861116055,0.958036575788546,-1,0.6178598409786,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.6178598409786,0,0,0,0,1,0,0.3821401590214,0.6178598409786,0,"1"
6.84861766046669,0,1.7403326418942,-1.85690917463095,-1.09128997803668,-1,0,0,0,0,0,0,0,0.0756911697666541,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.924308830233346,0,0,0,0,0.0756911697666541,0.924308830233346,0,0.924308830233346,0,"1"
7,0,-0.165047425855675,0.93560892300339,1.0142574007545,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,"0"
2,0,0.615549075538839,-0.439810438518002,1.01372628196551,-1,0,0,0,0,0,0,0,0,0,0.347688573021261,0.652311426978739,1,0,0,0.347688573021261,0,0,0,1,0,0,0,0,0,0,1,0,0,0.347688573021261,0,0,0.652311426978739,0.347688573021261,0,0,0.347688573021261,0.652311426978739,0,0,0.347688573021261,"1"
5,0,-1.07244968802524,-1.16919949387026,-0.913172684472066,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
0,1,0.740708008251871,0.873089861116055,0.957958809122086,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,"1"
7,0,-0.566873472987025,-0.293932627447551,0.604233695658076,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"0"
4,1,1.51636402546034,-0.252253252855993,0.96167664064498,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"0"
2,0,-0.165047425855675,0.93560892300339,1.01531963833247,-1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,"0"
7,0,0.615549075538839,-0.439810438518002,1.01266404438754,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,"1"
3,1,1.51636402546034,-0.252253252855993,1.01266404438754,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,"0"
0,0.745265342764368,0.688594214599394,0.106935346667459,-1.23133649301865,-1,0,0,0.745265342764368,0,0,0,0.254734657235632,0,0,0,0,0.745265342764368,0.254734657235632,0,0,0,0,0,0.254734657235632,0,0,0.745265342764368,0,0,0,1,0,0,0,0,0,0,0.745265342764368,0,0,1,0,0.254734657235632,0.745265342764368,0,"1"
3,1,0.740708008251871,0.873089861116055,0.957958809122086,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,"0"
5,1,1.51636402546034,-0.252253252855993,0.96167664064498,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,"0"
2.93425235346064,0,0.615549075538839,-0.439810438518002,1.01372628196551,-1,1,0,0,0,0,0,0,0,0,0,0,0.0657476465393581,0,0,0.934252353460642,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,"1"
7,0,-0.165047425855675,0.93560892300339,1.01531963833247,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"0"
4,0,0.615549075538839,-0.439810438518002,1.01372628196551,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"0"
7,0,-1.07244968802524,-1.16919949387026,-0.949326300342438,0,0,0,0,0.0353388170130723,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0353388170130723,0,0,0.964661182986928,0.0353388170130723,0,1,0,0,"1"
6,1,1.51636402546034,-0.252253252855993,1.01213292559856,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"0"
7,0,-0.165047425855675,0.93560892300339,1.01531963833247,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"0"
7,0,-0.165047425855675,0.93560892300339,1.01372628196551,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,"0"
2,1,0.740708008251871,0.873089861116055,0.96167664064498,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
5,0,-0.165047425855675,0.93560892300339,1.01691299469942,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"0"
5,1,0.740708008251871,0.873089861116055,0.959552165489041,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"0"
4,0,-0.566873472987025,-0.293932627447551,0.584051181676646,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,"0"
7,0,-1.47427573515659,2.18599016075011,-1.24161980539084,0,0,0,0,0,0,0,0,0,1,0,0,0,0.20307069766305,0,0,0,0,0,0,0,0,0,1,0,0,0,0.79692930233695,0,0,0,0.20307069766305,0.79692930233695,0,0.20307069766305,0.79692930233695,0,0,0,1,0,"1"
7,0,-0.0342806873227659,1.2234604179816,-1.2790140297754,0,0,0,0,0,0,0,0,0,0,0.593670483325482,0,0.406329516674518,0.593670483325482,0,0,0,0,0,0,0,0.593670483325482,0,0,0,0,0,1,0,0,0.406329516674518,0,0,0,0,1,0,0,1,0,0,"1"
5.74895467883502,1,1.51636402546034,-0.252253252855993,1.01213292559856,-1,0,0,0,0,0,0,0,0,0.748954678835015,0,0,1,0,0,0.748954678835015,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.251045321164985,0.748954678835015,0,0,0,0,1,0,0,1,"1"
5,0,0.615549075538839,-0.439810438518002,1.01160180680957,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"1"
6,0,-1.07244968802524,-1.16919949387026,-0.916890515994961,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,"0"
4.69697955506196,0,0.615549075538839,-0.439810438518002,1.01266404438754,-1,1,0,0,0,0,0,0,0,0,0,0,0,0.30302044493804,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.69697955506196,0,0,0,0.69697955506196,0.30302044493804,0.69697955506196,0,0,"1"
5,0,-0.165047425855675,0.93560892300339,1.01531963833247,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,"0"
3,0,-1.07244968802524,-1.16919949387026,-0.924326179040751,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"0"
7,1,1.51636402546034,-0.252253252855993,1.01319516317653,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
7,0,1.07830776096468,0.643853300862489,-1.15535343194381,-1,0,0,0,0,0,0,0,0,0.0177367203145376,0,0,0.982263279685462,0.0177367203145376,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"1"
5,1,0.740708008251871,0.873089861116055,0.96167664064498,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,"0"
5,1,1.51636402546034,-0.252253252855993,0.962207759433966,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,"0"
5,1,0.740708008251871,0.873089861116055,0.957958809122086,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
4,1,1.51636402546034,-0.252253252855993,0.96273887822295,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"0"
